"","count_BHI_1","count_BHI_2","count_BHI_3","count_ser_1","count_ser_2","count_ser_3"
"NBCAEPAK_01735",6,15,22,6,0,14
"NBCAEPAK_01736",24,14,22,20,0,36
"NBCAEPAK_01737",98,98,110,144,0,142
"NBCAEPAK_01738",37,31,40,46,0,52
"NBCAEPAK_01739",0,0,4,0,0,0
"NBCAEPAK_01740",101,127,105,182,0,196
"NBCAEPAK_01741",10,6,18,10,0,15
"NBCAEPAK_01742",0,1,0,4,0,4
"NBCAEPAK_01743",2,1,6,6,0,2
"NBCAEPAK_01744",22,19,23,50,0,86
"NBCAEPAK_01745",24,28,44,4,0,6
"NBCAEPAK_01746",50,69,65,33,0,33
"NBCAEPAK_01747",8,4,3,12,0,8
"NBCAEPAK_01748",3,0,0,3,0,6
"NBCAEPAK_01749",36,34,22,8,0,8
"NBCAEPAK_01750",12,14,3,8,0,0
"NBCAEPAK_01751",1,4,2,1,0,0
"NBCAEPAK_01752",23,13,31,13,0,16
"NBCAEPAK_01753",7,2,5,1,0,0
"NBCAEPAK_01754",12,6,6,8,0,22
"NBCAEPAK_01755",16,16,21,4,0,12
"NBCAEPAK_01756",41,20,14,36,0,104
"NBCAEPAK_01757",8,19,14,4,0,1
"NBCAEPAK_01758",27,27,30,8,0,21
"NBCAEPAK_01759",25,24,17,2,0,4
"NBCAEPAK_01760",132,131,142,55,0,68
"NBCAEPAK_01761",63,63,35,22,0,39
"NBCAEPAK_01762",53,51,63,41,0,62
"NBCAEPAK_01763",61,73,51,20,0,23
"NBCAEPAK_01764",71,69,60,27,0,43
"NBCAEPAK_01765",15,12,16,2,0,6
"NBCAEPAK_01766",3,0,3,0,0,1
"NBCAEPAK_01767",16,17,22,7,0,5
"NBCAEPAK_01768",31,28,14,12,0,13
"NBCAEPAK_01769",7,5,18,10,0,9
"NBCAEPAK_01770",19,31,27,9,0,12
"NBCAEPAK_01771",1,0,1,0,0,0
"NBCAEPAK_01772",41,35,45,40,0,49
"NBCAEPAK_01773",89,84,68,54,0,117
"NBCAEPAK_01774",67,53,67,64,0,112
"NBCAEPAK_01775",36,56,61,86,0,123
"NBCAEPAK_01776",39,29,30,44,0,126
"NBCAEPAK_01777",4,6,11,5,0,17
"NBCAEPAK_01778",7,15,17,18,0,21
"NBCAEPAK_01779",82,105,113,58,0,80
"NBCAEPAK_01780",51,73,88,53,0,98
"NBCAEPAK_01781",47,46,68,51,0,49
"NBCAEPAK_01782",301,271,255,65,0,79
"NBCAEPAK_01783",103,71,65,21,0,33
"NBCAEPAK_01784",33,48,50,14,0,33
"NBCAEPAK_01785",71,57,94,39,0,34
"NBCAEPAK_01786",6,9,20,9,0,20
"NBCAEPAK_01787",19,10,38,11,0,25
"NBCAEPAK_01788",0,5,0,0,0,0
"NBCAEPAK_01789",625,676,627,80,0,108
"NBCAEPAK_01790",20,16,13,4,0,16
"NBCAEPAK_01791",18,26,20,4,0,14
"NBCAEPAK_01792",92,105,123,39,0,51
"NBCAEPAK_01793",14,15,29,0,0,12
"NBCAEPAK_01794",14,26,24,9,0,6
"NBCAEPAK_01795",4,2,1,0,0,0
"NBCAEPAK_01796",7,4,4,2,0,3
"NBCAEPAK_01797",3,4,2,0,0,0
"NBCAEPAK_01798",4,7,5,1,0,0
"NBCAEPAK_01799",49,59,48,7,0,0
"NBCAEPAK_01800",4,11,9,0,0,6
"NBCAEPAK_01801",43,46,29,20,0,24
"NBCAEPAK_01802",48,56,47,24,0,30
"NBCAEPAK_01803",3611,2771,2418,649,0,805
"NBCAEPAK_01804",118,187,158,46,0,55
"NBCAEPAK_01805",12,11,24,9,0,13
"NBCAEPAK_01806",73,84,70,16,0,31
"NBCAEPAK_01807",37,66,52,15,0,12
"NBCAEPAK_01808",69,56,76,9,0,19
"NBCAEPAK_01809",62,89,85,17,0,25
"NBCAEPAK_01810",53,71,69,8,0,16
"NBCAEPAK_01811",11,0,0,0,0,0
"NBCAEPAK_01812",0,4,0,0,0,2
"NBCAEPAK_01813",15,12,14,5,0,9
"NBCAEPAK_01814",81,82,81,17,0,36
"NBCAEPAK_01815",80,84,58,70,0,109
"NBCAEPAK_01816",21,18,25,1,0,7
"NBCAEPAK_01817",82,87,77,11,0,13
"NBCAEPAK_01818",497,340,403,143,0,307
"NBCAEPAK_01819",213,209,250,107,0,161
"NBCAEPAK_01820",78,123,141,38,0,55
"NBCAEPAK_01821",18,20,33,7,0,7
"NBCAEPAK_01822",100,86,150,35,0,57
"NBCAEPAK_01823",200,207,198,58,0,82
"NBCAEPAK_01824",161,145,161,12,0,19
"NBCAEPAK_01825",323,401,390,2,0,6
"NBCAEPAK_01826",579,559,590,2,0,8
"NBCAEPAK_01827",111,133,210,4,0,3
"NBCAEPAK_01828",0,0,0,1,0,17
"NBCAEPAK_01829",14,12,3,29,0,38
"NBCAEPAK_01830",9,6,2,9,0,22
"NBCAEPAK_01831",46,66,100,29,0,37
"NBCAEPAK_01832",217,202,258,90,0,209
"NBCAEPAK_01833",558,597,648,78,0,125
"NBCAEPAK_01834",31,34,26,16,0,8
"NBCAEPAK_01835",27,28,34,37,0,46
"NBCAEPAK_01836",19,23,23,11,0,37
"NBCAEPAK_01837",1,8,7,4,0,1
"NBCAEPAK_01838",285,344,403,117,0,185
"NBCAEPAK_01839",241,257,298,279,0,457
"NBCAEPAK_01840",146,154,174,138,0,209
"NBCAEPAK_01841",54,54,44,24,0,68
"NBCAEPAK_01842",155,218,194,74,0,130
"NBCAEPAK_01843",12,18,22,9,0,26
"NBCAEPAK_01844",19,29,18,8,0,9
"NBCAEPAK_01845",0,1,2,4,0,2
"NBCAEPAK_01846",0,0,1,1,0,0
"NBCAEPAK_01847",4,2,4,3,0,0
"NBCAEPAK_01848",80,57,79,337,0,258
"NBCAEPAK_01849",13,13,23,30,0,25
"NBCAEPAK_01850",3,4,6,3,0,5
"NBCAEPAK_01851",2,0,2,0,0,1
"NBCAEPAK_01852",41,60,46,20,0,32
"NBCAEPAK_01853",87,112,155,80,0,130
"NBCAEPAK_01854",29,45,59,22,0,39
"NBCAEPAK_01855",120,143,128,42,0,61
"NBCAEPAK_01856",327,292,407,47,0,112
"NBCAEPAK_01857",276,299,296,130,0,160
"NBCAEPAK_01858",39,38,61,31,0,90
"NBCAEPAK_01859",421,526,561,119,0,217
"NBCAEPAK_01860",216,194,251,71,0,71
"NBCAEPAK_01861",306,175,175,63,0,81
"NBCAEPAK_01862",97,114,129,14,0,29
"NBCAEPAK_01863",385,536,557,103,0,145
"NBCAEPAK_01864",87,73,115,11,0,14
"NBCAEPAK_01865",151,181,212,9,0,39
"NBCAEPAK_01866",17,20,11,8,0,14
"NBCAEPAK_01867",0,0,0,0,0,0
"NBCAEPAK_01868",6,8,7,32,0,58
"NBCAEPAK_01869",18,26,24,13,0,21
"NBCAEPAK_01870",26,26,28,11,0,18
"NBCAEPAK_01871",1,2,2,0,0,0
"NBCAEPAK_01872",1,3,7,4,0,20
"NBCAEPAK_01873",9,12,16,122,0,196
"NBCAEPAK_01874",3,11,8,42,0,24
"NBCAEPAK_01875",11,14,13,30,0,52
"NBCAEPAK_01876",32,22,30,4,0,2
"NBCAEPAK_01877",20,22,25,11,0,7
"NBCAEPAK_01878",95,88,101,294,0,303
"NBCAEPAK_01879",66,62,57,161,0,230
"NBCAEPAK_01880",15,14,10,16,0,51
"NBCAEPAK_01881",59,38,64,20,0,24
"NBCAEPAK_01882",813,805,923,157,0,408
"NBCAEPAK_01883",100,141,125,18,0,26
"NBCAEPAK_01884",33,57,46,12,0,10
"NBCAEPAK_01885",144,210,249,21,0,50
"NBCAEPAK_01886",119,106,152,4,0,29
"NBCAEPAK_01887",279,334,313,90,0,168
"NBCAEPAK_01888",116,132,157,35,0,84
"NBCAEPAK_01889",111,118,129,52,0,46
"NBCAEPAK_01890",14,24,19,16,0,25
"NBCAEPAK_01891",23,18,28,8,0,10
"NBCAEPAK_01892",129,127,124,34,0,58
"NBCAEPAK_01893",107,147,135,15,0,27
"NBCAEPAK_01894",260,246,290,38,0,65
"NBCAEPAK_01895",554,674,910,49,0,90
"NBCAEPAK_01896",45,26,38,35,0,59
"NBCAEPAK_01897",83,59,66,32,0,66
"NBCAEPAK_01898",8,5,0,6,0,14
"NBCAEPAK_01899",42,46,42,11,0,30
"NBCAEPAK_01900",466,512,577,1617,0,3759
"NBCAEPAK_01901",33,24,38,0,0,4
"NBCAEPAK_01902",45,66,70,2,0,14
"NBCAEPAK_01903",129,169,167,53,0,102
"NBCAEPAK_01904",14,16,24,8,0,8
"NBCAEPAK_01905",87,94,98,15,0,16
"NBCAEPAK_01906",29,19,19,2,0,3
"NBCAEPAK_01907",23,9,27,2,0,1
"NBCAEPAK_01908",37,19,25,9,0,28
"NBCAEPAK_01909",59,48,49,31,0,40
"NBCAEPAK_01910",91,95,111,40,0,81
"NBCAEPAK_01911",114,148,124,37,0,106
"NBCAEPAK_01912",7,7,7,25,0,31
"NBCAEPAK_01913",226,239,229,545,0,646
"NBCAEPAK_01914",33,29,15,32,0,41
"NBCAEPAK_01915",17,19,25,2,0,20
"NBCAEPAK_01916",375,382,426,40,0,75
"NBCAEPAK_01917",3,0,1,0,0,4
"NBCAEPAK_01918",22,27,35,11,0,4
"NBCAEPAK_01919",10,10,14,2,0,2
"NBCAEPAK_01920",1,12,9,3,0,5
"NBCAEPAK_01921",10,18,8,4,0,5
"NBCAEPAK_01922",8,4,18,1,0,13
"NBCAEPAK_01923",124,90,97,84,0,146
"NBCAEPAK_01924",80,85,61,6,0,7
"NBCAEPAK_01925",8,8,11,2,0,0
"NBCAEPAK_01926",277,344,364,124,0,145
"NBCAEPAK_01927",373,402,488,181,0,278
"NBCAEPAK_01928",1,0,1,0,0,0
"NBCAEPAK_01929",8,4,11,4,0,1
"NBCAEPAK_01930",0,0,1,0,0,0
"NBCAEPAK_01931",25,21,37,6,0,5
"NBCAEPAK_01932",1,0,0,0,0,0
"NBCAEPAK_01933",35,57,42,21,0,6
"NBCAEPAK_01934",57,74,65,58,0,57
"NBCAEPAK_01935",4,12,11,14,0,7
"NBCAEPAK_01936",0,0,0,1,0,0
"NBCAEPAK_01937",0,0,0,0,0,0
"NBCAEPAK_01938",0,0,0,0,0,0
"NBCAEPAK_01939",0,0,0,0,0,0
"NBCAEPAK_01940",0,0,0,0,0,0
"NBCAEPAK_01941",0,0,0,0,0,0
"NBCAEPAK_01942",7,12,10,6,0,14
"NBCAEPAK_01943",6,2,1,0,0,2
"NBCAEPAK_01944",8,5,9,6,0,5
"NBCAEPAK_01945",3,1,6,1,0,0
"NBCAEPAK_01946",1,2,2,0,0,2
"NBCAEPAK_01947",4,0,4,2,0,1
"NBCAEPAK_01948",0,8,1,2,0,2
"NBCAEPAK_01949",3,2,0,0,0,0
"NBCAEPAK_01950",0,0,0,4,0,0
"NBCAEPAK_01951",14,19,20,5,0,19
"NBCAEPAK_01952",1,1,5,3,0,4
"NBCAEPAK_01953",2,14,4,8,0,1
"NBCAEPAK_01954",2,4,8,6,0,8
"NBCAEPAK_01955",4,1,11,4,0,0
"NBCAEPAK_01956",4,7,6,1,0,7
"NBCAEPAK_01957",1,2,0,3,0,0
"NBCAEPAK_01958",0,0,3,0,0,2
"NBCAEPAK_01959",0,6,0,5,0,2
"NBCAEPAK_01960",1,0,8,8,0,13
"NBCAEPAK_01961",803,982,872,3179,0,3758
"NBCAEPAK_01962",11,6,5,29,0,27
"NBCAEPAK_01963",2,1,2,14,0,7
"NBCAEPAK_01964",0,0,0,0,0,0
"NBCAEPAK_01965",0,0,0,0,0,0
"NBCAEPAK_01966",2,2,2,3,0,6
"NBCAEPAK_01967",0,0,3,4,0,3
"NBCAEPAK_01968",2,0,2,13,0,23
"NBCAEPAK_01969",0,0,0,1,0,2
"NBCAEPAK_01970",0,2,3,1,0,5
"NBCAEPAK_01971",3,0,1,0,0,0
"NBCAEPAK_01972",10,12,13,15,0,27
"NBCAEPAK_01973",8,10,6,8,0,29
"NBCAEPAK_01974",20,17,25,19,0,43
"NBCAEPAK_01975",82,69,101,273,0,253
"NBCAEPAK_01976",898,947,835,3844,0,3968
"NBCAEPAK_01977",32,34,36,58,0,73
"NBCAEPAK_01978",0,0,0,0,0,3
"NBCAEPAK_01979",4,0,0,7,0,4
"NBCAEPAK_01980",3,1,0,1,0,5
"NBCAEPAK_01981",4,10,16,10,0,13
"NBCAEPAK_01982",5,7,5,2,0,9
"NBCAEPAK_01983",17,21,25,12,0,14
"NBCAEPAK_01984",44,35,40,75,0,106
"NBCAEPAK_01985",61,27,60,29,0,34
"NBCAEPAK_01987",49,53,54,56,0,110
"NBCAEPAK_01988",50,57,52,58,0,67
"NBCAEPAK_01989",1,1,4,7,0,2
"NBCAEPAK_01990",0,2,1,4,0,3
"NBCAEPAK_01991",2,2,1,0,0,0
"NBCAEPAK_01992",4,3,7,4,0,7
"NBCAEPAK_01993",42,37,30,65,0,83
"NBCAEPAK_01994",63,50,71,34,0,44
"NBCAEPAK_01995",2,2,4,6,0,9
"NBCAEPAK_01996",2,0,0,2,0,2
"NBCAEPAK_01997",0,4,7,17,0,22
"NBCAEPAK_01998",385,467,527,210,0,204
"NBCAEPAK_01999",0,0,0,0,0,0
"NBCAEPAK_02000",0,0,0,0,0,0
"NBCAEPAK_02001",1,2,6,1,0,9
"NBCAEPAK_02002",24,43,39,3,0,3
"NBCAEPAK_02003",261,273,411,160,0,279
"NBCAEPAK_02004",88,83,89,59,0,88
"NBCAEPAK_02005",189,189,196,324,0,328
"NBCAEPAK_02006",45,50,44,23,0,34
"NBCAEPAK_02007",18,15,20,17,0,27
"NBCAEPAK_02008",26,21,32,20,0,23
"NBCAEPAK_02009",122,175,208,100,0,225
"NBCAEPAK_02010",87,99,73,76,0,157
"NBCAEPAK_02011",45,36,58,48,0,66
"NBCAEPAK_02012",34,60,83,28,0,53
"NBCAEPAK_02013",9,11,19,12,0,16
"NBCAEPAK_02014",4,7,6,0,0,0
"NBCAEPAK_02015",57,62,59,57,0,92
"NBCAEPAK_02017",37,56,59,123,0,154
"NBCAEPAK_02018",0,3,0,4,0,0
"NBCAEPAK_02020",0,0,0,0,0,2
"NBCAEPAK_02021",12,4,11,14,0,18
"NBCAEPAK_02022",8,10,2,48,0,49
"NBCAEPAK_02023",2,2,6,15,0,35
"NBCAEPAK_02024",18,8,25,0,0,16
"NBCAEPAK_02025",56,55,65,6,0,19
"NBCAEPAK_02026",21,52,38,1,0,1
"NBCAEPAK_02027",3,3,2,2,0,1
"NBCAEPAK_02028",10,6,16,2,0,3
"NBCAEPAK_02029",15,12,19,11,0,17
"NBCAEPAK_02030",17,28,28,12,0,14
"NBCAEPAK_02031",32,28,37,23,0,19
"NBCAEPAK_02032",20,22,20,24,0,37
"NBCAEPAK_02033",0,7,6,14,0,9
"NBCAEPAK_02034",45,39,29,17,0,19
"NBCAEPAK_02035",8,6,2,1,0,2
"NBCAEPAK_02036",16,13,6,3,0,9
"NBCAEPAK_02037",83,77,90,41,0,22
"NBCAEPAK_02038",122,97,119,68,0,80
"NBCAEPAK_02039",36,54,36,9,0,11
"NBCAEPAK_02040",8,22,16,2,0,7
"NBCAEPAK_02041",19,12,21,3,0,6
"NBCAEPAK_02042",24,13,17,12,0,7
"NBCAEPAK_02043",36,35,52,17,0,34
"NBCAEPAK_02044",17,24,15,0,0,5
"NBCAEPAK_02045",19,20,41,26,0,22
"NBCAEPAK_02046",52,49,41,28,0,23
"NBCAEPAK_02047",74,67,70,64,0,70
"NBCAEPAK_02048",6,1,1,4,0,10
"NBCAEPAK_02049",9,10,3,1,0,2
"NBCAEPAK_02050",11,25,21,8,0,8
"NBCAEPAK_02051",0,0,0,0,0,0
"NBCAEPAK_02052",0,0,0,0,0,0
"NBCAEPAK_02053",0,0,0,0,0,0
"NBCAEPAK_02054",2,6,3,2,0,2
"NBCAEPAK_02055",0,0,0,0,0,1
"NBCAEPAK_02056",0,0,0,0,0,0
"NBCAEPAK_02057",0,1,0,0,0,0
"NBCAEPAK_02058",17,4,0,3,0,0
"NBCAEPAK_02059",44,38,33,9,0,3
"NBCAEPAK_02060",17,14,7,5,0,6
"NBCAEPAK_02061",0,0,0,0,0,0
"NBCAEPAK_02062",7,4,3,3,0,9
"NBCAEPAK_02063",2,2,2,0,0,2
"NBCAEPAK_02064",26,34,45,4,0,13
"NBCAEPAK_02065",14,27,35,10,0,5
"NBCAEPAK_02066",9,4,7,0,0,2
"NBCAEPAK_02067",9,11,18,4,0,10
"NBCAEPAK_02068",238,302,215,35,0,43
"NBCAEPAK_02069",56,48,57,45,0,37
"NBCAEPAK_02070",4,6,9,4,0,10
"NBCAEPAK_02071",4,20,7,0,0,6
"NBCAEPAK_02072",19,21,8,6,0,9
"NBCAEPAK_02073",5,0,1,1,0,1
"NBCAEPAK_02074",1,4,0,1,0,2
"NBCAEPAK_02075",6,0,6,0,0,0
"NBCAEPAK_02076",39,58,43,6,0,8
"NBCAEPAK_02077",0,0,0,0,0,0
"NBCAEPAK_02078",10,14,20,13,0,26
"NBCAEPAK_02079",10,16,12,12,0,18
"NBCAEPAK_02080",0,0,5,3,0,1
"NBCAEPAK_02081",0,0,0,0,0,0
"NBCAEPAK_02082",0,0,0,0,0,0
"NBCAEPAK_02083",1,1,1,1,0,1
"NBCAEPAK_02084",0,0,0,0,0,0
"NBCAEPAK_02085",0,1,2,0,0,0
"NBCAEPAK_02086",0,0,0,0,0,0
"NBCAEPAK_02087",0,0,0,0,0,0
"NBCAEPAK_02088",0,0,0,0,0,1
"NBCAEPAK_02089",0,0,0,1,0,0
"NBCAEPAK_02090",0,0,0,0,0,0
"NBCAEPAK_02091",0,0,0,0,0,0
"NBCAEPAK_02092",5,0,1,0,0,3
"NBCAEPAK_02093",0,4,12,0,0,2
"NBCAEPAK_02094",182,180,222,30,0,60
"NBCAEPAK_02095",46,52,46,32,0,23
"NBCAEPAK_02096",41,35,50,12,0,11
"NBCAEPAK_02097",22,26,35,20,0,19
"NBCAEPAK_02098",124,130,184,8,0,35
"NBCAEPAK_02099",94,100,121,28,0,28
"NBCAEPAK_02100",53,43,54,30,0,52
"NBCAEPAK_02101",4,3,11,3,0,2
"NBCAEPAK_02102",5,0,6,2,0,3
"NBCAEPAK_02103",77,91,100,74,0,105
"NBCAEPAK_02104",26,27,34,19,0,32
"NBCAEPAK_02105",59,38,56,19,0,52
"NBCAEPAK_02106",39,52,63,23,0,33
"NBCAEPAK_02107",161,184,226,97,0,139
"NBCAEPAK_02108",229,183,205,78,0,54
"NBCAEPAK_02109",117,164,134,103,0,99
"NBCAEPAK_02110",0,0,0,0,0,0
"NBCAEPAK_02111",6,4,9,4,0,11
"NBCAEPAK_02112",9,2,12,0,0,0
"NBCAEPAK_02113",222,221,148,159,0,152
"NBCAEPAK_02114",43,30,33,18,0,24
"NBCAEPAK_02115",5,9,3,0,0,2
"NBCAEPAK_02116",102,104,92,121,0,126
"NBCAEPAK_02117",64,81,59,56,0,60
"NBCAEPAK_02118",31,92,89,26,0,12
"NBCAEPAK_02119",2,3,6,2,0,2
"NBCAEPAK_02120",14,18,24,4,0,2
"NBCAEPAK_02121",1,1,0,1,0,0
"NBCAEPAK_02122",3,0,0,0,0,0
"NBCAEPAK_02123",2,0,2,0,0,0
"NBCAEPAK_02124",0,0,0,2,0,2
"NBCAEPAK_02125",2,2,4,0,0,0
"NBCAEPAK_02126",292,280,258,166,0,227
"NBCAEPAK_02127",28,33,47,17,0,39
"NBCAEPAK_02128",3,2,1,1,0,0
"NBCAEPAK_02129",11,4,7,2,0,6
"NBCAEPAK_02130",21,26,24,7,0,12
"NBCAEPAK_02131",8,8,10,7,0,2
"NBCAEPAK_02132",7,11,21,18,0,3
"NBCAEPAK_02133",77,83,78,57,0,57
"NBCAEPAK_02134",50,37,61,38,0,44
"NBCAEPAK_02135",58,62,74,35,0,85
"NBCAEPAK_02136",35,45,57,11,0,32
"NBCAEPAK_02137",0,1,1,0,0,1
"NBCAEPAK_02138",10,12,15,9,0,7
"NBCAEPAK_02139",0,0,4,4,0,4
"NBCAEPAK_02140",695,611,675,344,0,349
"NBCAEPAK_02141",111,113,145,100,0,99
"NBCAEPAK_02142",15,19,22,21,0,9
"NBCAEPAK_02143",6,1,6,0,0,4
"NBCAEPAK_02144",0,4,2,2,0,0
"NBCAEPAK_02145",1,14,23,7,0,16
"NBCAEPAK_02146",156,169,155,56,0,83
"NBCAEPAK_02147",51,62,82,15,0,36
"NBCAEPAK_02148",16,17,17,10,0,14
"NBCAEPAK_02149",31,34,45,4,0,20
"NBCAEPAK_02150",384,355,494,52,0,187
"NBCAEPAK_02151",2,1,3,2,0,4
"NBCAEPAK_02152",4,2,0,0,0,0
"NBCAEPAK_02153",35,26,34,80,0,186
"NBCAEPAK_02154",3,4,8,6,0,3
"NBCAEPAK_02155",67,93,111,14,0,35
"NBCAEPAK_02156",86,123,96,51,0,67
"NBCAEPAK_02157",121,125,109,69,0,62
"NBCAEPAK_02158",40,41,64,27,0,47
"NBCAEPAK_02159",59,60,92,61,0,143
"NBCAEPAK_02160",17,10,14,11,0,11
"NBCAEPAK_02161",7,10,6,16,0,32
"NBCAEPAK_02162",164,201,223,12,0,38
"NBCAEPAK_02163",17,19,13,2,0,3
"NBCAEPAK_02164",2,2,3,0,0,1
"NBCAEPAK_02165",11,11,6,3,0,3
"NBCAEPAK_02166",0,1,5,0,0,4
"NBCAEPAK_02167",3,3,0,1,0,0
"NBCAEPAK_02168",50,65,54,20,0,29
"NBCAEPAK_02169",132,78,97,39,0,51
"NBCAEPAK_02170",31,29,37,11,0,27
"NBCAEPAK_02171",37,59,56,156,0,202
"NBCAEPAK_02172",56,51,44,99,0,128
"NBCAEPAK_02173",16,24,33,49,0,40
"NBCAEPAK_02174",7,6,12,1,0,5
"NBCAEPAK_02175",35,22,31,10,0,12
"NBCAEPAK_02176",8,3,7,2,0,0
"NBCAEPAK_02177",27,27,26,7,0,7
"NBCAEPAK_02178",33,54,38,23,0,45
"NBCAEPAK_02179",24,27,41,29,0,32
"NBCAEPAK_02180",30,32,43,8,0,12
"NBCAEPAK_02181",19,16,41,1,0,9
"NBCAEPAK_02182",126,159,116,37,0,41
"NBCAEPAK_02183",29,27,21,2,0,13
"NBCAEPAK_02184",53,27,66,17,0,35
"NBCAEPAK_02185",54,76,61,25,0,26
"NBCAEPAK_02186",29,40,40,15,0,14
"NBCAEPAK_02187",18,22,17,4,0,3
"NBCAEPAK_02188",93,134,191,20,0,38
"NBCAEPAK_02189",65,44,48,2,0,2
"NBCAEPAK_02190",35,42,44,8,0,17
"NBCAEPAK_02191",112,174,133,78,0,127
"NBCAEPAK_02192",9,14,18,10,0,11
"NBCAEPAK_02193",37,59,66,26,0,55
"NBCAEPAK_02194",169,200,206,90,0,177
"NBCAEPAK_02195",26,27,65,20,0,29
"NBCAEPAK_02196",123,143,118,152,0,156
"NBCAEPAK_02197",301,324,397,175,0,323
"NBCAEPAK_02198",12,26,42,30,0,27
"NBCAEPAK_02199",37,40,42,31,0,41
"NBCAEPAK_02200",198,185,184,148,0,157
"NBCAEPAK_02201",8,3,4,2,0,2
"NBCAEPAK_02202",163,167,196,49,0,79
"NBCAEPAK_02203",115,112,91,29,0,58
"NBCAEPAK_02204",93,130,98,12,0,15
"NBCAEPAK_02205",9,11,17,4,0,14
"NBCAEPAK_02206",45,42,40,18,0,23
"NBCAEPAK_02207",56,57,43,27,0,41
"NBCAEPAK_02208",1,1,0,16,0,21
"NBCAEPAK_02209",14,10,22,23,0,25
"NBCAEPAK_02210",32,19,37,43,0,59
"NBCAEPAK_02211",16,14,17,3,0,7
"NBCAEPAK_02212",89,136,120,22,0,34
"NBCAEPAK_02213",106,103,97,42,0,33
"NBCAEPAK_02214",0,0,0,0,0,0
"NBCAEPAK_02215",63,75,90,5,0,10
"NBCAEPAK_02216",330,394,477,242,0,656
"NBCAEPAK_02217",147,135,210,76,0,111
"NBCAEPAK_02218",521,559,615,1160,0,1168
"NBCAEPAK_02219",99,91,102,187,0,258
"NBCAEPAK_02220",21,7,26,22,0,20
"NBCAEPAK_02221",76,97,76,67,0,105
"NBCAEPAK_02222",155,181,167,101,0,249
"NBCAEPAK_02223",54,44,72,20,0,47
"NBCAEPAK_02224",31,30,24,16,0,30
"NBCAEPAK_02225",13,26,16,3,0,0
"NBCAEPAK_02226",31,51,46,16,0,25
"NBCAEPAK_02227",21,15,26,13,0,13
"NBCAEPAK_02228",88,106,122,55,0,105
"NBCAEPAK_02229",8,9,3,5,0,11
"NBCAEPAK_02230",6,8,13,2,0,12
"NBCAEPAK_02231",31,52,77,36,0,91
"NBCAEPAK_02232",36,40,36,29,0,48
"NBCAEPAK_02233",55,59,98,59,0,94
"NBCAEPAK_02234",25,35,26,15,0,31
"NBCAEPAK_02235",16,33,19,30,0,61
"NBCAEPAK_02236",25,30,32,9,0,38
"NBCAEPAK_02237",88,107,82,57,0,43
"NBCAEPAK_02238",115,105,143,85,0,152
"NBCAEPAK_02239",54,61,58,33,0,72
"NBCAEPAK_02240",39,37,60,9,0,42
"NBCAEPAK_02241",215,229,312,179,0,291
"NBCAEPAK_02242",84,114,120,219,0,320
"NBCAEPAK_02243",37,76,50,3,0,9
"NBCAEPAK_02244",8,18,15,2,0,4
"NBCAEPAK_02245",5,6,2,2,0,14
"NBCAEPAK_02246",7,2,4,2,0,6
"NBCAEPAK_02247",131,112,111,135,0,177
"NBCAEPAK_02248",76,120,67,67,0,86
"NBCAEPAK_02249",2,4,11,13,0,28
"NBCAEPAK_02252",5,0,3,4,0,2
"NBCAEPAK_02253",4,0,4,2,0,3
"NBCAEPAK_02254",12,13,8,4,0,18
"NBCAEPAK_02255",5,5,10,5,0,5
"NBCAEPAK_02256",4,7,7,12,0,5
"NBCAEPAK_02257",152,163,186,66,0,144
"NBCAEPAK_02258",3,10,17,7,0,6
"NBCAEPAK_02259",97,73,85,45,0,72
"NBCAEPAK_02260",256,323,395,131,0,272
"NBCAEPAK_02261",246,274,318,104,0,151
"NBCAEPAK_02262",165,203,227,110,0,148
"NBCAEPAK_02263",34,28,53,29,0,28
"NBCAEPAK_02264",150,118,166,38,0,67
"NBCAEPAK_02265",25,37,40,23,0,21
"NBCAEPAK_02266",77,73,113,17,0,53
"NBCAEPAK_02267",38,29,29,14,0,30
"NBCAEPAK_02268",153,123,150,123,0,161
"NBCAEPAK_02269",10,22,21,21,0,14
"NBCAEPAK_02270",20,5,11,1,0,9
"NBCAEPAK_02271",10,15,8,23,0,23
"NBCAEPAK_02272",21,20,35,22,0,46
"NBCAEPAK_02273",109,61,98,67,0,88
"NBCAEPAK_02274",259,188,256,261,0,282
"NBCAEPAK_02275",73,57,57,26,0,54
"NBCAEPAK_02276",14,32,17,10,0,14
"NBCAEPAK_02277",0,1,0,0,0,0
"NBCAEPAK_02278",0,0,0,1,0,0
"NBCAEPAK_02279",1099,1441,1539,318,0,515
"NBCAEPAK_02280",1303,1703,1727,327,0,492
"NBCAEPAK_02281",567,573,821,189,0,319
"NBCAEPAK_02282",2281,2180,2674,352,0,721
"NBCAEPAK_02283",85,88,85,13,0,30
"NBCAEPAK_02284",20,13,30,31,0,62
"NBCAEPAK_02286",43,55,75,45,0,36
"NBCAEPAK_02287",43,21,23,22,0,37
"NBCAEPAK_02288",4,8,16,6,0,7
"NBCAEPAK_02289",411,392,573,72,0,169
"NBCAEPAK_02290",10,14,7,4,0,5
"NBCAEPAK_02291",97,95,111,27,0,47
"NBCAEPAK_02292",283,311,264,126,0,152
"NBCAEPAK_02293",357,298,279,265,0,311
"NBCAEPAK_02294",15,15,28,4,0,9
"NBCAEPAK_02295",77,69,76,58,0,104
"NBCAEPAK_02296",11,5,3,4,0,8
"NBCAEPAK_02297",3,6,6,0,0,4
